Vendedor,NroFactura,FechaFactura,Cliente,MontoSinImp,Impuestos,Costo,MontoFactura,Tipo,,,,
Carla,3361,12/16/2015,"Pal, Ricardo",152.95,40.65,76,193.6,Persona,,,,
Pedro,3362,12/16/2015,"Richardson, Juan",679.65,180.66,95,860.31,Persona,,,,
Laura,3363,12/17/2015,Buffalo Cnia,534.35,142.04,99,676.39,Empresa,,,,
Juan,3364,12/17/2015,"Lewis, Charles",325.01,86.39,89,411.4,Persona,,,,
Carla,3365,12/17/2015,South Portland Cnia,497.07,132.13,86,629.2,Empresa,,,,
Penelope,3366,12/17/2015,"Ana, Maria",582.15,154.74,114,736.89,Persona,,,,
John,3367,12/17/2015,Oleagi Agropecuaria,562.07,149.41,113,711.48,Empresa,,,,
Luz,3368,12/17/2015,"Smith, Julio",623.25,165.67,76,788.92,Persona,,,,
Carla,3369,12/17/2015,"Johnson, Benjamin",377.59,100.36,87,477.95,Persona,,,,
Alfonso,3370,12/18/2015,"Ana, Maria",346.04,91.98,111,438.02,Persona,,,,
Penelope,3371,12/18/2015,Englewood Cnia,100.37,26.68,106,127.05,Empresa,,,,
Luis,3372,12/18/2015,Semillas Santo Mongo,185.45,49.29,120,234.74,Empresa,,,,
Pedro,3373,12/18/2015,Fiorilo Transportes y Correo,499.94,132.89,103,632.83,Empresa,,,,
Juan,3374,12/19/2015,"Morgan, Brian",824.95,219.28,56,1044.23,Persona,,,,
Luis,3375,12/20/2015,"Diaz, Gabriel",141.48,37.6,105,179.08,Persona,,,,
Carla,3376,12/20/2015,South Portland Cnia,842.15,223.86,114,1066.01,Empresa,,,,
Maria,3377,12/20/2015,Oregon Cnia,629.94,167.45,59,797.39,Empresa,,,,
Carla,3378,12/20/2015,Viga Ingenieros,134.79,35.82,89,170.61,Empresa,,,,
Luis,3379,12/20/2015,Longview Cnia,285.82,75.97,77,361.79,Empresa,,,,
Carla,3380,12/21/2015,Rochester Cnia,829.73,220.55,102,1050.28,Empresa,,,,
Alfonso,3381,12/21/2015,Holyoke Producciones,310.67,82.58,80,393.25,Empresa,,,,
Penelope,3382,12/21/2015,Charles Cnia,601.27,159.82,72,761.09,Empresa,,,,
Juan,3383,12/21/2015,"Sharma, Ethan",756.12,200.99,110,957.11,Persona,,,,
Luis,3384,12/22/2015,"Johnson, Austin",335.53,89.18,58,424.71,Persona,,,,
Maria,3385,12/22/2015,Greenville Cnia,253.32,67.33,95,320.65,Empresa,,,,
Juan,3386,12/22/2015,"Morris, Devin",189.27,50.31,110,239.58,Persona,,,,
Alfonso,3387,12/23/2015,"Adams, Fernando",149.13,39.63,105,188.76,Persona,,,,
John,3388,12/23/2015,"Smith, Julio",479.87,127.55,114,607.42,Persona,,,,
Luis,3389,12/23/2015,Trenton Cnia,390.97,103.92,104,494.89,Empresa,,,,
Carla,3390,12/23/2015,"Chen, Dylan",378.54,100.62,74,479.16,Persona,,,,
Alfonso,3391,12/23/2015,Oregon Cnia,505.68,134.41,113,640.09,Empresa,,,,
Laura,3392,12/23/2015,Paris Cnia,703.55,187.01,115,890.56,Empresa,,,,
Luz,3393,12/23/2015,"Sanchez, Eduardo",187.36,49.8,93,237.16,Persona,,,,
Pedro,3394,12/24/2015,South Portland Cnia,851.71,226.4,84,1078.11,Empresa,,,,
Maria,3395,12/24/2015,"Zeng, Omar",783.84,208.36,89,992.2,Persona,,,,
Penelope,3396,12/24/2015,Geelong Cnia,360.38,95.79,96,456.17,Empresa,,,,
Maria,3397,12/24/2015,"Zeng, Omar",464.57,123.49,62,588.06,Persona,,,,
Penelope,3398,12/24/2015,"Gray, Isaiah",842.15,223.86,97,1066.01,Persona,,,,
Luz,3399,12/24/2015,Burbank Cnia,461.7,122.73,64,584.43,Empresa,,,,
Juan,3400,12/24/2015,"Kumar, Kevin",675.83,179.64,104,855.47,Persona,,,,
Maria,3401,12/25/2015,"Pal, Ricardo",124.27,33.03,91,157.3,Persona,,,,
Luis,3402,12/25/2015,"Smith, Julio",559.21,148.64,103,707.85,Persona,,,,
Carla,3403,12/25/2015,Oregon Cnia,653.84,173.8,106,827.64,Empresa,,,,
Luz,3404,12/25/2015,Viga Ingenieros,253.32,67.33,116,320.65,Empresa,,,,
Luis,3405,12/25/2015,"Perez, Jeremy",200.74,53.36,67,254.1,Persona,,,,
Penelope,3406,12/25/2015,"Ana, Maria",302.07,80.29,58,382.36,Persona,,,,
Penelope,3407,12/26/2015,"Zeng, Omar",264.79,70.38,92,335.17,Persona,,,,
Juan,3408,12/26/2015,Madridia Cnia,491.34,130.6,56,621.94,Empresa,,,,
Pedro,3409,12/26/2015,Dallas Producciones,154.86,41.16,96,196.02,Empresa,,,,
John,3410,12/26/2015,South Portland Cnia,345.08,91.73,97,436.81,Empresa,,,,
Luz,3411,12/26/2015,"Kumar, Kevin",135.74,36.08,120,171.82,Persona,,,,
Alfonso,3412,12/26/2015,"Lewis, Charles",473.18,125.77,89,598.95,Persona,,,,
Laura,3413,12/26/2015,Lancaster Vestimenta,753.25,200.23,91,953.48,Empresa,,,,
Penelope,3414,12/26/2015,"Lewis, Charles",585.97,155.76,102,741.73,Persona,,,,
Pedro,3415,12/27/2015,"Kumar, Kevin",117.58,31.25,105,148.83,Persona,,,,
Alfonso,3416,12/27/2015,Paris Cnia,802.01,213.18,104,1015.19,Empresa,,,,
Luz,3417,12/27/2015,"Morris, Devin",232.29,61.74,59,294.03,Persona,,,,
Maria,3418,12/28/2015,"Morris, Timothy",785.75,208.87,84,994.62,Persona,,,,
Alfonso,3419,12/28/2015,Falmouth Cnia,274.35,72.92,90,347.27,Empresa,,,,
Penelope,3420,12/28/2015,Paris Cnia,100.37,26.68,119,127.05,Empresa,,,,
Alfonso,3421,12/28/2015,Oleagi Agropecuaria,641.41,170.5,89,811.91,Empresa,,,,
John,3422,12/29/2015,"Lewis, Charles",750.39,199.46,99,949.85,Persona,,,,
Maria,3423,12/29/2015,"Davis, John",268.61,71.4,82,340.01,Persona,,,,
Pedro,3424,12/29/2015,Viga Ingenieros,591.71,157.28,96,748.99,Empresa,,,,
Laura,3425,12/29/2015,"Rodolfo, Chavez",113.76,30.23,60,143.99,Persona,,,,
Luz,3426,12/30/2015,"Johnson, Benjamin",617.52,164.14,84,781.66,Persona,,,,
Alfonso,3427,12/30/2015,"Kelly, Chase",333.61,88.68,96,422.29,Persona,,,,
Maria,3428,12/30/2015,"Pal, Ricardo",455.01,120.95,109,575.96,Persona,,,,
Luis,3429,12/30/2015,Oregon Cnia,369.94,98.33,120,468.27,Empresa,,,,
Pedro,3430,12/30/2015,Lancaster Vestimenta,583.1,155,65,738.1,Empresa,,,,
Alfonso,3431,12/31/2015,Jota Cnia,456.93,121.45,112,578.38,Empresa,,,,
Laura,3432,12/31/2015,"Kelly, Chase",211.26,56.15,110,267.41,Persona,,,,
Carla,3433,12/31/2015,"Hernandez, Micheal",353.69,94.01,107,447.7,Persona,,,,
Carla,3434,1/1/2016,"Diaz, Gabriel",675.83,179.64,80,855.47,Persona,,,,
Carla,3435,1/1/2016,"Morgan, Brian",380.45,101.13,104,481.58,Persona,,,,
Luz,3436,1/1/2016,Madridia Cnia,610.83,162.36,98,773.19,Empresa,,,,
Alfonso,3437,1/1/2016,"Liu, Louis",183.54,48.78,59,232.32,Persona,,,,
Maria,3438,1/1/2016,"Martinez, Marco",573.54,152.46,60,726,Persona,,,,
Maria,3439,1/1/2016,"Davis, John",541.04,143.82,63,684.86,Persona,,,,
Maria,3440,1/1/2016,"Griffin, Zachary",433.03,115.1,119,548.13,Persona,,,,
Juan,3441,1/1/2016,"Johnson, Dalton",362.29,96.3,62,458.59,Persona,,,,
Juan,3442,1/1/2016,Oleagi Agropecuaria,317.36,84.36,82,401.72,Empresa,,,,
John,3443,1/2/2016,"Garcia, James",626.12,166.43,114,792.55,Persona,,,,
Juan,3444,1/2/2016,"Lewis, Charles",850.76,226.14,95,1076.9,Persona,,,,
Pedro,3445,1/2/2016,"Diaz, Gabriel",697.81,185.49,62,883.3,Persona,,,,
Carla,3446,1/2/2016,Round Ventures,318.32,84.61,77,402.93,Empresa,,,,
Juan,3447,1/2/2016,Geelong Cnia,301.11,80.04,107,381.15,Empresa,,,,
Luis,3448,1/2/2016,"Smith, Jonathan",597.44,158.81,106,756.25,Persona,,,,
John,3449,1/3/2016,"Gao, Ronnie",159.64,42.43,91,202.07,Persona,,,,
Alfonso,3450,1/3/2016,"Garcia, James",567.81,150.93,97,718.74,Persona,,,,
Maria,3451,1/3/2016,Holyoke Producciones,325.97,86.64,99,412.61,Empresa,,,,
Juan,3452,1/4/2016,"Martinez, Marco",805.83,214.2,70,1020.03,Persona,,,,
Luis,3453,1/4/2016,Semillas Santo Mongo,340.31,90.45,60,430.76,Empresa,,,,
Luis,3454,1/4/2016,"Ross, Christian",495.16,131.62,118,626.78,Persona,,,,
John,3455,1/4/2016,"Bailey, Angel",567.81,150.93,104,718.74,Persona,,,,
Maria,3456,1/4/2016,"Edwards, Nathan",572.59,152.2,96,724.79,Persona,,,,
Luz,3457,1/4/2016,"Garcia, James",628.03,166.94,63,794.97,Persona,,,,
Maria,3458,1/5/2016,"Bebbington, Mark",566.85,150.68,57,717.53,Persona,,,,
Juan,3459,1/5/2016,"Lewis, Charles",446.41,118.66,109,565.07,Persona,,,,
Penelope,3460,1/6/2016,"Mitchell, Marcus",151.99,40.4,107,192.39,Persona,,,,
Juan,3461,1/6/2016,Lancaster Vestimenta,460.75,122.47,101,583.22,Empresa,,,,
John,3462,1/6/2016,"Morgan, Brian",324.06,86.13,111,410.19,Persona,,,,
Luis,3463,1/6/2016,"Diaz, Gabriel",452.15,120.18,78,572.33,Persona,,,,
John,3464,1/6/2016,"Morris, Timothy",286.77,76.23,71,363,Persona,,,,
Penelope,3465,1/7/2016,"Miller, Seth",232.29,61.74,66,294.03,Persona,,,,
Maria,3466,1/7/2016,"Evans, Devin",850.76,226.14,117,1076.9,Persona,,,,
Carla,3467,1/7/2016,"Martinez, Marco",832.59,221.32,68,1053.91,Persona,,,,
Carla,3468,1/7/2016,"Zeng, Omar",281.04,74.7,82,355.74,Persona,,,,
Pedro,3469,1/7/2016,Victoria Cnia,239.94,63.77,95,303.71,Empresa,,,,
Laura,3470,1/7/2016,Corda Empresa de Correos,782.89,208.1,112,990.99,Empresa,,,,
Juan,3471,1/8/2016,"Gao, Ronnie",266.7,70.89,60,337.59,Persona,,,,
Carla,3472,1/8/2016,"Hernandez, Micheal",682.52,181.42,64,863.94,Persona,,,,
Pedro,3473,1/8/2016,"Jackson, Noah",165.38,43.95,57,209.33,Persona,,,,
Carla,3474,1/8/2016,"Lewis, Charles",466.48,124,79,590.48,Persona,,,,
Laura,3475,1/8/2016,"Reed, Richard",460.75,122.47,108,583.22,Persona,,,,
Laura,3476,1/8/2016,"Evans, Noah",394.79,104.94,112,499.73,Persona,,,,
John,3477,1/9/2016,"Johnson, Austin",303.98,80.8,58,384.78,Persona,,,,
Laura,3478,1/9/2016,"Griffin, Kyle",604.13,160.59,87,764.72,Persona,,,,
Pedro,3479,1/9/2016,Geelong Cnia,369.94,98.33,68,468.27,Empresa,,,,
John,3480,1/9/2016,"Reed, Richard",711.19,189.05,101,900.24,Persona,,,,
Carla,3481,1/9/2016,Canoga Parque,784.8,208.61,55,993.41,Empresa,,,,
Carla,3482,1/9/2016,Boulder Cnia,650.97,173.04,96,824.01,Empresa,,,,
Laura,3483,1/9/2016,"Morgan, Brian",823.99,219.03,103,1043.02,Persona,,,,
Pedro,3484,1/10/2016,"Davis, John",139.57,37.09,79,176.66,Persona,,,,
Penelope,3485,1/10/2016,"Morris, Timothy",357.51,95.03,120,452.54,Persona,,,,
Luz,3486,1/10/2016,Sunbury Cnia,631.85,167.96,75,799.81,Empresa,,,,
Pedro,3487,1/10/2016,"Ortega, Marvin",462.66,122.98,63,585.64,Persona,,,,
Alfonso,3488,1/10/2016,Grupo Ases,227.51,60.47,72,287.98,Empresa,,,,
Alfonso,3489,1/10/2016,"Morris, Timothy",329.79,87.66,83,417.45,Persona,,,,
Luz,3490,1/10/2016,Buffalo Cnia,814.43,216.49,119,1030.92,Empresa,,,,
Luz,3491,1/10/2016,Greenville Cnia,760.9,202.26,68,963.16,Empresa,,,,
Carla,3492,1/10/2016,"Zeng, Omar",418.69,111.29,90,529.98,Persona,,,,
John,3493,1/10/2016,"Garcia, James",226.55,60.22,81,286.77,Persona,,,,
Alfonso,3494,1/11/2016,"Edwards, Nathan",131.92,35.06,120,166.98,Persona,,,,
Pedro,3495,1/11/2016,Burbank Cnia,706.42,187.77,67,894.19,Empresa,,,,
Maria,3496,1/11/2016,Dallas Producciones,714.06,189.81,66,903.87,Empresa,,,,
Laura,3497,1/11/2016,"Baileya, Angela",190.23,50.56,98,240.79,Persona,,,,
Pedro,3498,1/11/2016,Longview Cnia,222.73,59.2,119,281.93,Empresa,,,,
Juan,3499,1/12/2016,Gold Coast Accesorios,623.25,165.67,64,788.92,Empresa,,,,
Carla,3500,1/12/2016,"Bebbington, Mark",244.72,65.04,72,309.76,Persona,,,,
John,3501,1/12/2016,"Gonzales, Caleb",203.61,54.12,79,257.73,Persona,,,,
Juan,3502,1/12/2016,Geelong Cnia,477.95,127.05,64,605,Empresa,,,,
Alfonso,3503,1/12/2016,"Griffin, Zachary",140.52,37.35,108,177.87,Persona,,,,
Laura,3504,1/13/2016,"Bryant, Seth",658.62,175.07,77,833.69,Persona,,,,
Penelope,3505,1/13/2016,"Green, James",557.29,148.14,100,705.43,Persona,,,,
Luz,3506,1/13/2016,"Kelly, Chase",753.25,200.23,101,953.48,Persona,,,,
Maria,3507,1/13/2016,Charles Cnia,659.58,175.32,66,834.9,Empresa,,,,
Pedro,3508,1/13/2016,Geelong Cnia,182.58,48.53,68,231.11,Empresa,,,,
Pedro,3509,1/13/2016,Burbank Cnia,263.83,70.13,100,333.96,Empresa,,,,
Pedro,3510,1/13/2016,Geelong Cnia,422.51,112.31,75,534.82,Empresa,,,,
Maria,3511,1/14/2016,"Kelly, Chase",300.16,79.78,89,379.94,Persona,,,,
Luz,3512,1/14/2016,"Adams, Wyatt",388.1,103.16,63,491.26,Persona,,,,
Maria,3513,1/14/2016,Kolkata Cnia,582.15,154.74,83,736.89,Empresa,,,,
Carla,3514,1/15/2016,Kolkata Cnia,510.46,135.68,59,646.14,Empresa,,,,
Alfonso,3515,1/15/2016,"Rivera, Adrian",328.83,87.41,56,416.24,Persona,,,,
Maria,3516,1/15/2016,Semillas Santo Mongo,406.26,107.99,70,514.25,Empresa,,,,
Maria,3517,1/15/2016,"Miller, Seth",823.03,218.78,120,1041.81,Persona,,,,
Luz,3518,1/15/2016,"Reed, Richard",286.77,76.23,58,363,Persona,,,,
Luis,3519,1/15/2016,"Johnson, Austin",552.52,146.86,72,699.38,Persona,,,,
Juan,3520,1/16/2016,Sunbury Cnia,535.31,142.29,114,677.6,Empresa,,,,
Alfonso,3521,1/16/2016,"Lopez, Blake",553.47,147.12,101,700.59,Persona,,,,
Pedro,3522,1/16/2016,"Baileya, Angela",560.16,148.9,91,709.06,Persona,,,,
Luis,3523,1/16/2016,Corda Empresa de Correos,133.83,35.57,119,169.4,Empresa,,,,
Pedro,3524,1/16/2016,Coffs Harbour Cnia,769.5,204.55,111,974.05,Empresa,,,,
Luis,3525,1/16/2016,Leo Seguros,444.5,118.15,86,562.65,Empresa,,,,
Luz,3526,1/17/2016,"Johnson, Dalton",351.78,93.5,71,445.28,Persona,,,,
Pedro,3527,1/17/2016,Holyoke Producciones,818.26,217.5,61,1035.76,Empresa,,,,
Maria,3528,1/18/2016,Fiorilo Transportes y Correo,311.63,82.83,95,394.46,Empresa,,,,
Penelope,3529,1/18/2016,"Turner, Richard",852.67,226.65,105,1079.32,Persona,,,,
Maria,3530,1/18/2016,"Rodolfo, Chavez",528.62,140.51,61,669.13,Persona,,,,
Penelope,3531,1/18/2016,"Lopez, Blake",251.41,66.82,108,318.23,Persona,,,,
John,3532,1/18/2016,"Sanchez, Eduardo",811.56,215.73,114,1027.29,Persona,,,,
Pedro,3533,1/18/2016,"Gonzales, Caleb",351.78,93.5,95,445.28,Persona,,,,
Penelope,3534,1/18/2016,Round Ventures,469.35,124.76,107,594.11,Empresa,,,,
Juan,3535,1/19/2016,"Ward, Jeremy",203.61,54.12,95,257.73,Persona,,,,
Juan,3536,1/19/2016,"Ana, Maria",617.52,164.14,65,781.66,Persona,,,,
John,3537,1/20/2016,Englewood Cnia,195.96,52.09,78,248.05,Empresa,,,,
Alfonso,3538,1/20/2016,"Ana, Maria",261.92,69.62,117,331.54,Persona,,,,
Laura,3539,1/20/2016,Wapato Cnia,705.46,187.52,81,892.98,Empresa,,,,
Luz,3540,1/20/2016,"Torres, Isaiah",227.51,60.47,81,287.98,Persona,,,,
John,3541,1/21/2016,"Baileya, Angela",469.35,124.76,86,594.11,Persona,,,,
Alfonso,3542,1/21/2016,"Adams, Wyatt",802.96,213.44,107,1016.4,Persona,,,,
Maria,3543,1/22/2016,Kolkata Cnia,117.58,31.25,89,148.83,Empresa,,,,
Penelope,3544,1/22/2016,"Mitchell, Connor",421.56,112.05,71,533.61,Persona,,,,
Penelope,3545,1/22/2016,"Evans, Noah",757.08,201.24,85,958.32,Persona,,,,
Penelope,3546,1/22/2016,Gold Coast Accesorios,257.14,68.35,114,325.49,Empresa,,,,
John,3547,1/22/2016,"Bebbington, Mark",747.52,198.7,94,946.22,Persona,,,,
Maria,3548,1/22/2016,Fiorilo Transportes y Correo,230.38,61.23,98,291.61,Empresa,,,,
Luz,3549,1/23/2016,"Liu, Louis",425.38,113.07,85,538.45,Persona,,,,
Penelope,3550,1/23/2016,Oregon Cnia,823.03,218.78,107,1041.81,Empresa,,,,
Pedro,3551,1/23/2016,"Coleman, James",737,195.91,110,932.91,Persona,,,,
Juan,3552,1/23/2016,Charleston Cnia,755.17,200.73,57,955.9,Empresa,,,,
Penelope,3553,1/24/2016,"Johnson, Dalton",631.85,167.96,96,799.81,Persona,,,,
Laura,3554,1/25/2016,"Sanchez, Ian",215.08,57.17,92,272.25,Persona,,,,
Penelope,3555,1/25/2016,"Smith, Julio",472.22,125.52,72,597.74,Persona,,,,
Luis,3556,1/25/2016,"Turner, Richard",729.36,193.87,82,923.23,Persona,,,,
Luz,3557,1/25/2016,Rochester Cnia,404.35,107.48,68,511.83,Empresa,,,,
Luz,3558,1/25/2016,Kiela Cnia,170.16,45.22,109,215.38,Empresa,,,,
Alfonso,3559,1/25/2016,Fiorilo Transportes y Correo,109.93,29.22,78,139.15,Empresa,,,,
Luis,3560,1/25/2016,"Baileya, Angela",693.03,184.22,70,877.25,Persona,,,,
Luis,3561,1/26/2016,Corda Empresa de Correos,763.77,203.02,114,966.79,Empresa,,,,
Pedro,3562,1/26/2016,"Diaz, Gabriel",808.7,214.96,95,1023.66,Persona,,,,
Juan,3563,1/26/2016,Semillas Santo Mongo,195.01,51.83,60,246.84,Empresa,,,,
Alfonso,3564,1/26/2016,Madridia Cnia,576.41,153.22,108,729.63,Empresa,,,,
Penelope,3565,1/27/2016,"Gray, Isaiah",442.59,117.64,108,560.23,Persona,,,,
Luz,3566,1/27/2016,"Griffin, Zachary",850.76,226.14,99,1076.9,Persona,,,,
Pedro,3567,1/27/2016,"Miller, Seth",368.98,98.08,76,467.06,Persona,,,,
Maria,3568,1/27/2016,Round Ventures,126.18,33.54,115,159.72,Empresa,,,,
Luis,3569,1/27/2016,Paris Cnia,167.29,44.46,113,211.75,Empresa,,,,
Penelope,3570,1/27/2016,Paris Cnia,670.09,178.12,97,848.21,Empresa,,,,
Alfonso,3571,1/28/2016,"Evans, Devin",840.24,223.35,79,1063.59,Persona,,,,
Penelope,3572,1/28/2016,Corda Empresa de Correos,182.58,48.53,89,231.11,Empresa,,,,
Carla,3573,1/28/2016,"Ortega, Marvin",597.44,158.81,90,756.25,Persona,,,,
Penelope,3574,1/28/2016,"Gao, Ronnie",596.49,158.55,111,755.04,Persona,,,,
Pedro,3575,1/28/2016,"Griffin, Zachary",450.23,119.68,56,569.91,Persona,,,,
Carla,3576,1/29/2016,Oleagi Agropecuaria,774.28,205.82,90,980.1,Empresa,,,,
Maria,3577,1/29/2016,"Reed, Richard",787.67,209.37,97,997.04,Persona,,,,
Luz,3578,1/29/2016,Charles Cnia,618.47,164.4,114,782.87,Empresa,,,,
Alfonso,3579,1/30/2016,"Adams, Wyatt",539.13,143.31,110,682.44,Persona,,,,
Laura,3580,1/30/2016,"Chen, Dylan",601.27,159.82,56,761.09,Persona,,,,
Pedro,3581,1/31/2016,"Ramos, Dwayne",118.54,31.5,97,150.04,Persona,,,,
Maria,3582,2/1/2016,Jota Cnia,723.62,192.35,116,915.97,Empresa,,,,
Luis,3583,2/1/2016,Fiorilo Transportes y Correo,418.69,111.29,79,529.98,Empresa,,,,
Alfonso,3584,2/1/2016,"Richardson, Juan",596.49,158.55,103,755.04,Persona,,,,
John,3585,2/1/2016,"Garcia, James",193.1,51.32,60,244.42,Persona,,,,
Luz,3586,2/2/2016,Kolkata Cnia,111.85,29.72,115,141.57,Empresa,,,,
Penelope,3587,2/2/2016,"Gray, Isaiah",823.03,218.78,61,1041.81,Persona,,,,
Alfonso,3588,2/2/2016,"Griffin, Kyle",769.5,204.55,70,974.05,Persona,,,,
Luis,3589,2/2/2016,"Pal, Ricardo",256.19,68.09,111,324.28,Persona,,,,
Pedro,3590,2/2/2016,Round Ventures,499.94,132.89,62,632.83,Empresa,,,,
Maria,3591,2/3/2016,Charles Cnia,824.95,219.28,64,1044.23,Empresa,,,,
John,3592,2/3/2016,Coffs Harbour Cnia,242.8,64.54,73,307.34,Empresa,,,,
Luz,3593,2/3/2016,"Griffin, Kyle",303.03,80.54,62,383.57,Persona,,,,
Carla,3594,2/3/2016,Fiorilo Transportes y Correo,759.95,202,94,961.95,Empresa,,,,
John,3595,2/4/2016,"Johnson, Austin",543.91,144.58,98,688.49,Persona,,,,
Luz,3596,2/4/2016,"Coleman, James",497.07,132.13,70,629.2,Persona,,,,
Alfonso,3597,2/4/2016,"Washington, Jose",154.86,41.16,116,196.02,Persona,,,,
Juan,3598,2/4/2016,"Anderson, Nicholas",762.81,202.77,88,965.58,Persona,,,,
Pedro,3599,2/5/2016,Semillas Santo Mongo,522.88,138.99,67,661.87,Empresa,,,,
Laura,3600,2/5/2016,"Rodolfo, Chavez",608.91,161.86,85,770.77,Persona,,,,
Carla,3601,2/6/2016,"Diaz, Byron",537.22,142.8,100,680.02,Persona,,,,
Maria,3602,2/6/2016,"Perez, Jeremy",285.82,75.97,67,361.79,Persona,,,,
Pedro,3603,2/6/2016,South Portland Cnia,758.03,201.5,60,959.53,Empresa,,,,
Juan,3604,2/7/2016,"Davis, John",519.06,137.97,110,657.03,Persona,,,,
Luis,3605,2/7/2016,"Turner, Richard",348.91,92.74,72,441.65,Persona,,,,
Laura,3606,2/7/2016,"Morris, Devin",364.2,96.81,117,461.01,Persona,,,,
Carla,3607,2/7/2016,Rochester Cnia,733.18,194.89,58,928.07,Empresa,,,,
Alfonso,3608,2/7/2016,"Torres, Isaiah",179.71,47.77,60,227.48,Persona,,,,
Juan,3609,2/7/2016,"Rodolfo, Chavez",294.42,78.26,112,372.68,Persona,,,,
Laura,3610,2/7/2016,"Johnson, Benjamin",702.59,186.76,91,889.35,Persona,,,,
Luz,3611,2/8/2016,Viga Ingenieros,735.09,195.4,101,930.49,Empresa,,,,
Penelope,3612,2/8/2016,"Hill, Lucas",390.01,103.67,59,493.68,Persona,,,,
Luz,3613,2/8/2016,Dallas Producciones,414.87,110.27,105,525.14,Empresa,,,,
Luis,3614,2/8/2016,"Washington, Jose",838.33,222.84,98,1061.17,Persona,,,,
Alfonso,3615,2/8/2016,"Diaz, Gabriel",477.95,127.05,109,605,Persona,,,,
Carla,3616,2/8/2016,"Mitchell, Connor",326.92,86.9,68,413.82,Persona,,,,
Carla,3617,2/9/2016,"Gao, Ronnie",477.95,127.05,101,605,Persona,,,,
Penelope,3618,2/9/2016,"Garcia, James",96.55,25.66,114,122.21,Persona,,,,
Carla,3619,2/9/2016,"Richardson, Juan",102.29,27.18,74,129.47,Persona,,,,
Penelope,3620,2/9/2016,"Ramos, Dwayne",172.07,45.73,78,217.8,Persona,,,,
Carla,3621,2/9/2016,"Garcia, James",160.6,42.68,66,203.28,Persona,,,,
Pedro,3622,2/9/2016,Round Ventures,818.26,217.5,113,1035.76,Empresa,,,,
Alfonso,3623,2/9/2016,"Griffin, Kyle",227.51,60.47,83,287.98,Persona,,,,
Luz,3624,2/9/2016,"Gray, Isaiah",807.74,214.71,55,1022.45,Persona,,,,
Juan,3625,2/10/2016,"Diaz, Gabriel",475.09,126.28,69,601.37,Persona,,,,
Luis,3626,2/10/2016,"Washington, Jack",156.77,41.67,84,198.44,Persona,,,,
John,3627,2/10/2016,"Bryant, Seth",703.55,187.01,89,890.56,Persona,,,,
Alfonso,3628,2/10/2016,"Johnson, Dalton",177.8,47.26,70,225.06,Persona,,,,
Luz,3629,2/10/2016,"Hill, Lucas",272.44,72.41,66,344.85,Persona,,,,
Laura,3630,2/10/2016,Transportes Pampa,713.11,189.55,93,902.66,Empresa,,,,
Carla,3631,2/11/2016,Wapato Cnia,197.88,52.59,97,250.47,Empresa,,,,
Penelope,3632,2/11/2016,Charles Cnia,130.01,34.55,66,164.56,Empresa,,,,
Pedro,3633,2/11/2016,Geelong Cnia,179.71,47.77,96,227.48,Empresa,,,,
Maria,3634,2/11/2016,"Bryant, Seth",218.91,58.18,96,277.09,Persona,,,,
Alfonso,3635,2/12/2016,"Hernandez, Micheal",268.61,71.4,76,340.01,Persona,,,,
Pedro,3636,2/13/2016,Oleagi Agropecuaria,100.37,26.68,59,127.05,Empresa,,,,
Pedro,3637,2/13/2016,Grupo 3 Estudio de Abogados,847.89,225.38,104,1073.27,Empresa,,,,
Alfonso,3638,2/14/2016,"Mitchell, Marcus",605.09,160.84,98,765.93,Persona,,,,
Maria,3639,2/14/2016,Boulder Cnia,461.7,122.73,81,584.43,Empresa,,,,
Luis,3640,2/14/2016,Round Ventures,778.11,206.83,112,984.94,Empresa,,,,
Luis,3641,2/15/2016,"Mitchell, Connor",740.83,196.92,85,937.75,Persona,,,,
Carla,3642,2/15/2016,"Martinez, Marco",651.93,173.29,91,825.22,Persona,,,,
John,3643,2/15/2016,"Johnson, Austin",614.65,163.38,84,778.03,Persona,,,,
Laura,3644,2/15/2016,"Edwards, Nathan",137.65,36.59,92,174.24,Persona,,,,
John,3645,2/15/2016,Lake Oswego Cnia,168.24,44.72,98,212.96,Empresa,,,,
Penelope,3646,2/15/2016,"Torres, Isaiah",595.53,158.3,118,753.83,Persona,,,,
Penelope,3647,2/15/2016,Kolkata Cnia,734.14,195.14,72,929.28,Empresa,,,,
Maria,3648,2/15/2016,Paris Cnia,256.19,68.09,98,324.28,Empresa,,,,
Maria,3649,2/16/2016,Grupo 3 Estudio de Abogados,228.47,60.72,109,289.19,Empresa,,,,
John,3650,2/16/2016,"Davis, John",494.21,131.36,111,625.57,Persona,,,,
Luz,3651,2/17/2016,Congo Mongo Estudio,242.8,64.54,61,307.34,Empresa,,,,
John,3652,2/17/2016,"Diaz, Byron",333.61,88.68,118,422.29,Persona,,,,
Laura,3653,2/17/2016,"Gray, Isaiah",482.73,128.32,94,611.05,Persona,,,,
Maria,3654,2/18/2016,Paris Cnia,434.94,115.61,72,550.55,Empresa,,,,
Carla,3655,2/18/2016,Burbank Cnia,684.43,181.93,117,866.36,Empresa,,,,
Penelope,3656,2/18/2016,"Lewis, Charles",492.29,130.86,107,623.15,Persona,,,,
Penelope,3657,2/19/2016,Burbank Cnia,200.74,53.36,71,254.1,Empresa,,,,
